city,hotel_name,tier,hotel_id,platform,score,nationality,trip_type,room_type,stay_nights,source_file,agoda_agg_score,booking_agg_score,nationality_known,is_asian_reviewer,is_solo,score_gap
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,8.8,United Kingdom,Couple,Unknown,4,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,8.0,Indonesia,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.6,Unknown,Solo traveler,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,0,,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,Australia,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,6.4,Singapore,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,Australia,Couple,Unknown,3,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,8.0,Sweden,Family with teens,Unknown,3,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,8.8,Philippines,Couple,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.6,Australia,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,8.8,Malaysia,Couple,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.2,Japan,Couple,Unknown,3,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,8.0,Singapore,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,Malaysia,Family with teens,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.6,Vietnam,Solo traveler,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,1.0,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,8.0,Indonesia,Group,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.6,Kuwait,Family with young children,Unknown,3,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,United States,Couple,Unknown,6,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.2,Singapore,Couple,Unknown,4,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.2,China,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.2,New Zealand,Couple,Unknown,3,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,Singapore,Couple,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,Taiwan,Family with teens,Unknown,4,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,Australia,Family with young children,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.2,Indonesia,Group,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.2,Indonesia,Group,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.6,Japan,Solo traveler,Unknown,4,alila_villas_uluwatu_a,9.0,9.4,1,1.0,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,6.4,"Macau SAR, China",Couple,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,8.4,Indonesia,Solo traveler,Unknown,3,alila_villas_uluwatu_a,9.0,9.4,1,1.0,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,Taiwan,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,Taiwan,Group,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,7.2,"Hong Kong SAR, China",Couple,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.2,Indonesia,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,Australia,Couple,Unknown,4,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.7,Myanmar,Couple,Unknown,3,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,8.7,Singapore,Couple,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,Malaysia,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,Switzerland,Couple,Unknown,5,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,China,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.7,Indonesia,Family with teens,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,8.7,Singapore,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,5.0,"Hong Kong SAR, China",Solo traveler,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,0.0,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,8.0,Malaysia,Group,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,6.0,Malaysia,Couple,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,8.7,Indonesia,Couple,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.7,Australia,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.7,Australia,Couple,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,10.0,Singapore,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.3,Saudi Arabia,Couple,Unknown,3,alila_villas_uluwatu_a,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,9.3,Indonesia,Family with young children,Unknown,1,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Agoda,7.3,Singapore,Couple,Unknown,2,alila_villas_uluwatu_a,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Australia,Couple,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Switzerland,Couple,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United Kingdom,Family,One-Bedroom Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,9.0,India,Couple,One-Bedroom Uluwatu Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United Kingdom,Couple,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Hong Kong,Couple,One-Bedroom Uluwatu Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Australia,Couple,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Belgium,Couple,One-Bedroom Uluwatu Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Russia,Family,One-Bedroom Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,9.0,Australia,Couple,One-Bedroom Uluwatu Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,9.0,United Kingdom,Family,One-Bedroom Uluwatu Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Canada,Couple,One-Bedroom Uluwatu Pool Villa,5,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Argentina,Couple,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Saudi Arabia,Couple,One-Bedroom Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Germany,Solo traveler,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Brazil,Family,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,China,Couple,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Australia,Couple,One-Bedroom Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Indonesia,Couple,Three-Bedroom Cliff Edge Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Bulgaria,Couple,One-Bedroom Uluwatu Pool Villa,8,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,7.0,Australia,Couple,One-Bedroom Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,3.0,Nigeria,Couple,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Australia,Couple,One-Bedroom Uluwatu Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Australia,Group,One-Bedroom Uluwatu Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,9.0,United States,Solo traveler,One-Bedroom Uluwatu Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,0.0,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Australia,Couple,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Ireland,Couple,One-Bedroom Uluwatu Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Turkey,Solo traveler,One-Bedroom Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,0.0,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,7.0,Kuwait,Family,One-Bedroom Uluwatu Pool Villa,5,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Australia,Couple,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,8.0,Australia,Family,One-Bedroom Uluwatu Pool Villa,7,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Saudi Arabia,Couple,One-Bedroom Uluwatu Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Australia,Family,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,7.0,Kuwait,Solo traveler,One-Bedroom Uluwatu Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Hong Kong,Couple,One-Bedroom Uluwatu Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,8.0,Singapore,Couple,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,8.0,Philippines,Couple,One-Bedroom Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Denmark,Solo traveler,One-Bedroom Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Russia,Couple,One-Bedroom Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Australia,Family,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,7.0,Ukraine,Couple,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,South Africa,Couple,One-Bedroom Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,1.0,Bahrain,Couple,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United Arab Emirates,Couple,One-Bedroom Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Australia,Family,One-Bedroom Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United Kingdom,Solo traveler,One-Bedroom Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United Kingdom,Couple,One-Bedroom Uluwatu Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Saudi Arabia,Couple,One-Bedroom Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United States,Couple,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,9.0,United Kingdom,Couple,One-Bedroom Uluwatu Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Australia,Couple,One-Bedroom Uluwatu Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United Kingdom,Couple,One-Bedroom Uluwatu Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Taiwan,Couple,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,4.0,Australia,Solo traveler,One-Bedroom Uluwatu Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,0.0,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,9.0,United Kingdom,Family,One-Bedroom Uluwatu Pool Villa,5,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United Arab Emirates,Family,One-Bedroom Uluwatu Pool Villa,5,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Kuwait,Group,One-Bedroom Uluwatu Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,9.0,Australia,Family,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,9.0,Libya,Couple,One-Bedroom Uluwatu Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,9.0,United Arab Emirates,Couple,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Hungary,Couple,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Mexico,Family,One-Bedroom Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,6.0,Australia,Family,One-Bedroom Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United Kingdom,Couple,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,9.0,United Kingdom,Couple,One-Bedroom Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,9.0,South Africa,Couple,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Hong Kong,Family,One-Bedroom Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,1.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United Kingdom,Solo traveler,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United States,Family,One-Bedroom Pool Villa,5,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United States,Couple,One-Bedroom Pool Villa,1,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United Kingdom,Family,One-Bedroom Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,United Arab Emirates,Couple,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Turkey,Couple,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,9.0,Israel,Couple,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Switzerland,Couple,One-Bedroom Pool Villa,2,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Turkey,Solo traveler,One-Bedroom Uluwatu Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,1,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,1.0,Turkey,Couple,One-Bedroom Uluwatu Pool Villa,4,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Turkey,Couple,One-Bedroom Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
Bali,Alila Villas Uluwatu,Luxury,alila_villas_uluwatu,Booking.com,10.0,Netherlands,Couple,One-Bedroom Pool Villa,3,alila_villas_uluwatu_b,9.0,9.4,1,0.0,0,-0.40000000000000036
