city,hotel_name,tier,hotel_id,platform,score,nationality,trip_type,room_type,stay_nights,source_file,agoda_agg_score,booking_agg_score,nationality_known,is_asian_reviewer,is_solo,score_gap
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.6,Singapore,Solo traveler,Sea View King Room,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Singapore,Family with teens,Marina Bay View Room King,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,South Korea,Couple,Sea View King Room,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Singapore,Family with young children,Premier Room with Balcony,3,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.2,South Korea,Couple,Sea View King Room,3,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,8.4,India,Couple,Sea View King Room,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,8.4,Singapore,Family with young children,Sea View King Room,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.2,Taiwan,Solo traveler,Marina Bay View Room King,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,South Korea,Family with young children,Premier Room with Balcony,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.6,South Korea,Family with teens,Premier Room with Balcony,3,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Singapore,Family with teens,Deluxe Room (1 double or 2 twin beds),1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Japan,Family with teens,Sea View King Room,3,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Thailand,Family with young children,Family Theme Suite,4,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,South Korea,Family with young children,Premier Room with Balcony,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,United Arab Emirates,Family with teens,Deluxe Room,4,mandarin_oriental_singapore_a,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,South Korea,Family with young children,Deluxe King Room,3,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,South Korea,Family with teens,Premier Room with Balcony,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,4.4,Australia,Group,Premier Room with Balcony,3,mandarin_oriental_singapore_a,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Malaysia,Group,Two-Bedroom Residential Suite with Balcony,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,United States,Solo traveler,Sea View King Room,2,mandarin_oriental_singapore_a,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,United Kingdom,Couple,Deluxe Room (1 double or 2 twin beds),2,mandarin_oriental_singapore_a,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Singapore,Family with teens,Sea View King Room,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Malaysia,Couple,Sea View King Room,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,South Korea,Solo traveler,Sea View Twin Room,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,8.0,Vietnam,Business traveler,Sea View Twin Room,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.2,"Hong Kong SAR, China",Business traveler,Sea View King Room,2,mandarin_oriental_singapore_a,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Australia,Couple,Deluxe King Room,2,mandarin_oriental_singapore_a,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,6.0,Singapore,Couple,Deluxe King Room,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,8.8,Australia,Couple,Deluxe Room,1,mandarin_oriental_singapore_a,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,South Korea,Family with teens,Sea View King Room,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,South Korea,Couple,Sea View Twin Room,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Philippines,Group,Sea View King Room,4,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Philippines,Group,Sea View King Room,3,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.2,Singapore,Family with young children,Unknown,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.2,Singapore,Business traveler,Family Suite,3,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.2,Singapore,Family with young children,Sea View King Room,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,8.8,Singapore,Group,Sea View Suite with Balcony,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Singapore,Couple,Sea View King Room,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,8.0,United Kingdom,Family with young children,Unknown,3,mandarin_oriental_singapore_a,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,8.8,Singapore,Couple,Sea View Twin Room,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,8.8,Singapore,Couple,Unknown,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.2,United States,Couple,Sea View King Room,4,mandarin_oriental_singapore_a,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,South Korea,Family with young children,Sea View King Room,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,New Zealand,Couple,Unknown,2,mandarin_oriental_singapore_a,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Singapore,Couple,Sea View King Room,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Singapore,Couple,Unknown,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,8.8,Germany,Family with teens,Family Suite,3,mandarin_oriental_singapore_a,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.6,South Korea,Couple,Unknown,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,7.2,Australia,Group,Unknown,2,mandarin_oriental_singapore_a,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,South Korea,Family with teens,Family Suite,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Thailand,Couple,Unknown,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.6,Philippines,Family with young children,Family Suite,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,South Korea,Couple,Unknown,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Singapore,Family with young children,Unknown,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.2,South Korea,Family with young children,Unknown,3,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Singapore,Couple,Unknown,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,8.8,Singapore,Couple,Premier Marina Bay Suite,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,South Korea,Family with young children,Unknown,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.2,Singapore,Family with young children,Unknown,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.6,Australia,Couple,Unknown,1,mandarin_oriental_singapore_a,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,2.4,Singapore,Family with teens,Unknown,2,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,8.8,Singapore,Family with young children,Unknown,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,9.2,Singapore,Couple,Unknown,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,8.0,Thailand,Solo traveler,Unknown,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,6.4,South Korea,Solo traveler,Unknown,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Malaysia,Family with teens,Unknown,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Agoda,10.0,Malaysia,Couple,Unknown,1,mandarin_oriental_singapore_a,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,South Africa,Solo traveler,Club Marina Bay View Room King,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Australia,Couple,Club Marina Bay View Room King,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,9.0,United Kingdom,Couple,Sea View King Room,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Australia,Solo traveler,Sea View King Room,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United Kingdom,Solo traveler,Club Marina Bay View Room King,4,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Bulgaria,Couple,Club Marina Bay View Room King,5,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,8.0,Singapore,Couple,Club Marina Bay View Room King,1,mandarin_oriental_singapore_b,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,7.0,Australia,Group,Sea View King Room,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United States,Couple,Club Marina Bay View Room Twin,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,9.0,Australia,Couple,Sea View King Room,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United Kingdom,Couple,Marina Bay View Room King,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United States,Solo traveler,Sea View King Room,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Australia,Couple,Sea View King Room,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Croatia,Solo traveler,Sea View King Room,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,9.0,Australia,Solo traveler,Marina Bay View Room King,4,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,9.0,Ireland,Solo traveler,Sea View King Room,4,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United States,Couple,Sea View King Room,1,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,4.0,United Arab Emirates,Family,Sea View King Room,1,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,8.0,United Kingdom,Family,Two-bedroom Premier Suite,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,9.0,United Kingdom,Family,Sea View King Room,6,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United Kingdom,Solo traveler,Sea View King Room,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United Kingdom,Couple,Club Marina Bay View Room King,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Netherlands,Couple,Club Marina Bay View Room King,1,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Hungary,Solo traveler,Sea View King Room,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United Kingdom,Group,Club Marina Bay View Room King,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,1.0,United Arab Emirates,Couple,Sea View King Room,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,1.0,United Arab Emirates,Family,Sea View King Room,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,8.0,United Kingdom,Couple,Marina Bay View Room King,1,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,9.0,Singapore,Group,Family Theme Suite,2,mandarin_oriental_singapore_b,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Ireland,Couple,Sea View King Room,4,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United States,Solo traveler,Sea View King Room,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Estonia,Family,Family Suite,4,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,8.0,United States,Solo traveler,Marina Bay View Room King,5,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Australia,Family,Sea View King Room,5,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United Kingdom,Couple,Sea View King Room,4,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,5.0,Australia,Couple,Marina Bay View Room Twin,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Malaysia,Group,Marina Bay View Room King,3,mandarin_oriental_singapore_b,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Australia,Family,Premier Room with Balcony,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United Kingdom,Couple,Sea View Twin Room,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United States,Family,Sea View King Room,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Australia,Couple,Sea View King Room,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,9.0,United Kingdom,Couple,Sea View King Room,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,7.0,Canada,Couple,Sea View King Room,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,9.0,Hong Kong,Solo traveler,Premier Room with Balcony,3,mandarin_oriental_singapore_b,9.0,9.3,1,1.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United Kingdom,Couple,Club Marina Bay View Room King,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,United Kingdom,Couple,Sea View King Room,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Hong Kong,Couple,Sea View Twin Room,1,mandarin_oriental_singapore_b,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Australia,Family,Sea View King Room,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,8.0,Nigeria,Solo traveler,Marina Bay View Room King,4,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Poland,Family,Sea View King Room,3,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Lithuania,Couple,Premier Room with Balcony,6,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,9.0,United Kingdom,Couple,Sea View King Room,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Australia,Family,Sea View King Room,5,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,8.0,Saudi Arabia,Solo traveler,Deluxe Twin Room with Balcony,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,1,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Singapore,Couple,Deluxe King Room with Balcony,1,mandarin_oriental_singapore_b,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,9.0,Bulgaria,Family,Sea View King Room,4,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,9.0,Kenya,Family,Sea View King Room,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,New Zealand,Couple,Marina Bay View Room King,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Singapore,Couple,Sea View King Room,2,mandarin_oriental_singapore_b,9.0,9.3,1,1.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Australia,Group,Premier Room with Balcony,1,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
Singapore,Mandarin Oriental Singapore,Luxury,mandarin_oriental_singapore,Booking.com,10.0,Switzerland,Family,Sea View King Room,2,mandarin_oriental_singapore_b,9.0,9.3,1,0.0,0,-0.3000000000000007
